gameid	time	trialNum	strokeNum	targetName	svg
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070190473	18	1	robin	M28,207.85938c26.47584,0 73.84877,-19.41462 88,-43c8.72783,-14.54639 17.00482,-29.72117 27,-44c4.39933,-6.28476 19.41187,-45.10297 23,-46c15.62456,-3.90614 34.65471,0 50,0c1.52942,0 4.14258,-0.71485 5,1c4.81887,9.63774 13.22875,23.915 16,35c0.32109,1.28434 0.53443,6.26722 2,7c7.58947,3.79473 35.8637,-5.2726 40,3c1.9094,3.81879 -2.07629,6.83051 -5,8c-8.51602,3.40641 -50.97326,5.94652 -54,12c-3.61068,7.22135 8.0337,42.93259 0,59c-5.3441,10.68819 -18.44586,13.22293 -28,18c-35.0941,17.54705 -75.2991,18.42522 -113,9c-10.23172,-2.55793 -24.43833,3.78084 -34,-1c-8.0757,-4.03785 -18.89625,-9 -28,-9
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070191419	18	2	robin	M192,222.85938c0,30.42833 21.76718,43.12962 51,51c8.35628,2.24977 16.79025,4.26342 25,7c4.90918,1.63639 20.17472,4 15,4c-8.97903,0 -15.7624,-3.16022 -25,-4
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070192177	18	3	robin	M142,232.85938c0,-1.32014 13.07047,17.56343 18,22c19.03801,17.13421 36.68647,26 63,26
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070207007	19	1	beetle	M39,164.85938c26.65287,0 54.08328,-13.69994 71,-34c5.23051,-6.27661 9.53994,-18.26997 17,-22c17.09804,-8.54902 36.10754,-6.03585 54,-12c0.88273,-0.29424 3.22838,0 4,0c1,0 2,0 3,0c0.66667,0 1.33333,0 2,0c1,0 2,0 3,0c1.02434,0 47.19059,6.0953 49,7c0.59628,0.29814 1.5286,-0.4714 2,0c7.56996,7.56996 1.4745,24.94899 6,34c1.64482,3.28964 9.24287,32.75713 4,38c-1.43633,1.43633 -28.24556,1.37722 -31,0c-3.12371,-1.56186 -17.72462,-28.55075 -26,-12c-1.24314,2.48628 -2,5.93755 -2,9c0,21.30748 40.74325,-4 21,-4
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070208474	19	2	beetle	M197,171.85938c-15.54,0 -45.31564,3.89479 -60,-1c-0.45562,-0.15187 1,-2.46164 1,-3c0,-3.07318 -3.9865,-5.3973 -7,-6c-3.20241,-0.64048 -5.92996,-2.04669 -9,0c-9.52898,6.35265 2.53154,34.67116 12,11c0.94194,-2.35486 3,-4.55386 3,-7
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070209310	19	3	beetle	M127,167.85938c-4.64855,0 -77.73552,-2.26448 -81,1
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070249739	20	1	bloodhound	M32,148.85938c8.48482,0 27.57578,3.71211 35,0c8.37938,-4.18969 16.1514,-11.5757 25,-16c3.38983,-1.69491 8.99261,1.9963 11,3c7.83824,3.91912 38.89686,-12 47,-12c0.41176,0 2.73529,0.26471 3,0c3.87934,-3.87934 10.68297,-5.68297 15,-10c6.33306,-6.33306 10.926,-15.926 17,-22c6.39971,-6.39971 37.4281,-4.28595 44,-1c5.08478,2.54239 14.73553,7.47106 17,12c0.82626,1.65251 1.37064,9.18532 3,10c5.07515,2.53757 8.29628,-4.70372 13,0c6.63923,6.63923 -19.29017,10.29017 -20,11c-1.41389,1.41389 -3.22777,10.54446 -2,13c0.39075,0.78149 13.16126,1.83874 10,5c-9.99619,9.99619 -20.08204,-7.95898 -28,-4c-5.00296,2.50148 -1.31708,31.84146 -11,27c-8.1415,-4.07075 1.06309,-26.46845 -6,-30c-13.83329,-6.91665 -34.75769,22.51538 -39,31c-8.08205,16.1641 21.30333,63.69667 14,71c-11.46235,11.46235 -19.93507,-22.80521 -21,-26c-0.33333,-1 -0.71042,-1.98646 -1,-3c-0.37757,-1.32149 -0.56539,-2.69616 -1,-4c-0.2357,-0.70711 -0.72318,-1.30795 -1,-2c-0.39148,-0.9787 -0.82671,-1.96025 -1,-3c-0.77448,-4.64687 -1,-9.21786 -1,-14c0,-1.66667 1.66667,-5 0,-5c-2.55929,0 -1.64694,5.58774 -2,7c-5.24878,20.99512 -2,36.58615 -2,58c0,0.41176 0.26471,2.73529 0,3c-2.8698,2.8698 -8.32223,-3.16112 -10,-4c-14.17199,-7.08599 -10.10181,-62.55091 -13,-64c-3.54887,-1.77443 -7.93757,1.77503 -11,3c-23.07262,9.22905 -15.42845,39.71465 -9,59c0.3787,1.13609 0,2.78501 0,4c0,0.72724 2.44973,9.27513 1,10c-21.67404,10.83702 -16,-43.29358 -16,-53c0,-2.66667 2.66667,-8 0,-8c-14.48565,0 -11.0294,62.5147 -24,69c-12.88673,6.44336 -13.42457,-19.93857 -11,-26c4.77526,-11.93816 30.29758,-63.40485 25,-74c-0.21082,-0.42164 -0.78918,-0.57836 -1,-1c-0.85622,-1.71243 -1.90898,-1.90898 -3,-3c-0.52705,-0.52705 -0.47295,-1.47295 -1,-2c-7.02054,-7.02054 -49.73166,4.80503 -53,-5c-2.45217,-7.35651 9.53097,-6 14,-6
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070254197	20	2	bloodhound	M236,94.85938c-18.65217,0 4,9.53818 4,4
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070272061	20	3	bloodhound	M30,148.85938c2.63523,2.63523 13.63523,4.63523 11,2c-0.76115,-0.76115 -15.06684,-4.93316 -15,-5c1.00569,-1.00569 12.46584,2 15,2c0.33333,0 1.21339,-0.25607 1,0c-2.13395,2.56074 -4.66667,6 -8,6c-2,0 -8,0 -6,0c10.66667,0 21.33333,0 32,0c5,0 10,0 15,0c0.33333,0 1.33333,0 1,0c-4.66667,0 -9.33333,0 -14,0c-2.33333,0 -9.33333,0 -7,0c4.25728,0 40.88575,1.11425 43,-1c1.43372,-1.43372 -3.97241,-1 -6,-1c-4.66667,0 -9.33333,0 -14,0c-3.33333,0 -13.33333,0 -10,0c6.37074,0 40.0459,-7.72084 35,-7c-10.45214,1.49316 -20.32021,2 -31,2c-2,0 4.05122,0.44972 6,0c3.0813,-0.71107 5.89189,-2.41723 9,-3c11.03851,-2.06972 23.66414,-3.96947 35,-5c2.01926,-0.18357 6,1.02759 6,-1c0,-0.24491 -24.67799,2 -28,2c-0.33333,0 0.68377,0.10541 1,0c9.47707,-3.15902 17.32094,-7 28,-7c0.33333,0 -0.67314,-0.06537 -1,0c-8.90932,1.78186 -16.94731,3.99415 -26,5c-4.09789,0.45532 -15.68782,1.15609 -12,3c17.01649,8.50824 44.93851,-8 63,-8c0.33333,0 -0.67314,-0.06537 -1,0c-9.42385,1.88477 -17.69297,7.46172 -27,10c-1.08857,0.29688 -10,-1.34995 -10,1c0,4.71405 9.41127,-0.9203 14,-2c12.60991,-2.96704 27.05994,-4 40,-4c2.68742,0 8,-1 8,-1c0,0 -4.7043,-0.4174 -7,0c-6.07859,1.1052 -29.63018,0.63018 -34,5c-1.94365,1.94365 5.37281,-1.19164 8,-2c7.12233,-2.19149 13.91471,-3.63824 21,-6c2.70185,-0.90062 10.848,-3 8,-3c-3.68696,0 -7.47044,3 -11,3c-5.21749,0 18.94975,-8.64992 14,-7c-4.02863,1.34288 -26.38187,8.61813 -29,6c-0.35013,-0.35013 8.64211,-4.40351 6,0c-0.96683,1.61139 -12,7 -12,7c0,0 31.59227,-9.70387 33,-9c3.33333,1.66667 -6.38449,4.09612 -10,5c-5.32676,1.33169 -10.28331,4 -16,4c-1,0 -3,0 -3,0c0,0 16.22261,-5.61131 17,-6c1.81353,-0.90676 6,-3.02759 6,-1c0,0.58807 -5.73045,2.15363 -7,3c-0.62017,0.41345 -2.52705,1.52705 -2,1c4.3916,-4.3916 9.44923,-5.77969 15,-8c0.01261,-0.00505 23,-9 23,-9c0,0 -25.55871,8.11742 -25,7c1.29124,-2.58247 13.09357,-7 8,-7c-3.42193,0 -6.6472,-0.2192 -10,1c-9.16859,3.33403 -18.92959,7.08451 -29,8c-1.99179,0.18107 -6,2 -6,0c0,-1.97396 17,-8 17,-8c0,0 -12.45553,7.81851 -4,5c2.60768,-0.86923 6.05635,-0.05635 8,-2c2.33927,-2.33927 -8.02402,1.51201 -5,0c2.92487,-1.46243 7.22939,-3 2,-3c-4.21811,0 6.31031,-0.93092 6,0c-2.3335,7.00049 -13.00599,5.00599 -17,9c-0.2357,0.2357 -0.33333,1 0,1c0.60835,0 18,-6 18,-6c0,0 -7.06414,1.37609 -8,2c-3.41323,2.27549 8,-5.2143 8,-6c0,-3.11006 -9.28147,5.56293 -6,-1c0.19263,-0.38525 4.55225,0 5,0c10.42147,0 18.59805,-10.06536 26,-15c5.80337,-3.86891 -5.59624,6.19718 0,2c1.92296,-1.44222 6,-1.5963 6,-4c0,-1.37437 -3.02817,0.02817 -4,1c-1.37437,1.37437 -5,1.05635 -5,3c0,2.06012 6.15426,-3.07713 6,-3c-6.53165,3.26582 -24,20 -24,20c0,0 -24.90254,9.95127 -27,11c-1.60555,0.80277 3.56396,-0.92297 5,-2c2.92142,-2.19107 6.65886,-3.56808 10,-5c1.93773,-0.83045 6.94281,-3.88562 6,-2c-6.19996,12.39992 -18.69032,2 -2,2
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070304585	21	1	bluesport	M13,160.85938c17.40489,0 60.37432,5.20856 76,0c5.45753,-1.81918 -2.65565,-24.34435 1,-28c8.17719,-8.17719 74.2475,2.2475 81,9c6.67626,6.67626 7.15463,11.30925 11,19c1.28505,2.5701 3.51589,3 6,3c2,0 4,0 6,0c1.66667,0 3.33333,0 5,0c5.96314,0 51.9861,4.9861 56,9c1.9433,1.9433 -1,10.9272 -1,13c0,1.75227 1.11515,9.88485 0,11c-3.25865,3.25865 -62.08651,-5.45674 -71,-1c-5.47914,2.73957 1.83812,13.72063 -5,16c-2.37022,0.79007 -6.47098,0 -9,0c-19.83298,0 -1.78466,-10.78466 -10,-19c-0.26471,-0.26471 -2.58824,0 -3,0c-12.52366,0 -25.69496,2 -39,2c-2.89456,0 -28.04535,-1.90931 -29,0c-0.96387,1.92774 1.45537,7.54463 0,9c-4.7605,4.7605 -12.6728,6 -20,6c-0.35074,0 -4.61743,0.38257 -5,0c-3.82124,-3.82124 2.27071,-15.72929 -1,-19c-7.16667,-7.16667 -35.83333,7.16667 -43,0c-1.92401,-1.92401 0,-17.33069 0,-20c0,-4.19966 -0.69681,-10.30319 2,-13
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070306335	21	2	bluesport	M85,160.85938c21.94715,0 43.11321,4 65,4c11.33333,0 22.66667,0 34,0c0.4714,0 1,0.5286 1,1
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070309184	21	3	bluesport	M93,163.85938c-2.07428,0 -1,5.99491 -1,8c0,8.65612 14.57314,10.85771 21,13c19.54818,6.51606 34.93979,0.06021 49,-14
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070311803	21	4	bluesport	M174,194.85938c2.70369,0 4,-2.46196 4,-5c0,-7.6186 -22.98053,2.03894 -17,14c4.0646,8.12919 33.09203,-4.45398 14,-14c-13.36745,-6.68373 -30.6657,14.66715 -16,22c23.36085,11.68042 47.28065,-22 14,-22
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070313960	21	5	bluesport	M88,190.85938c-7.96743,0 -35.72749,-4.45498 -28,11c4.24271,8.48542 19.83518,-7.58241 15,-10c-9.4936,-4.7468 -19.88227,9.05887 -12,13c7.23602,3.61801 22.41945,-8.58055 16,-15c-7.55194,-7.55194 -16.08611,4.28472 -13,12c5.6707,14.17675 27.95659,-7.52171 21,-11c-14.26583,-7.13292 -32.38821,19 -14,19c3.83791,0 5.89357,-3.68071 7,-7
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070336264	22	1	leather	M37,116.85938c0,12.00108 -4.9686,110.0314 3,118
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070338192	22	2	leather	M45,118.85938c24.25224,0 48.61055,-3.52434 73,-2c22.1822,1.38639 46.37233,5.67447 68,10c17.32905,3.46581 38.21632,0 56,0
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070340818	22	3	leather	M243,126.85938c1.85693,0 1,31.20481 1,35c0,15.65151 -17.28193,78.71807 -3,93
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070343238	22	4	leather	M42,79.85938c0,3.96101 40.24347,42.48695 46,54c7.52295,15.0459 12.18605,33.55815 17,48c0.94037,2.82111 -1.29463,9.35269 2,11c4.92631,2.46316 31.66427,-2 39,-2c28.33333,0 56.66667,0 85,0c1.87038,0 7,-0.0844 7,-2
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070363161	23	1	straight	M76,66.85938c0,-1.66667 0,3.33333 0,5c0,6.33333 0,12.66667 0,19c0,17.66667 0,35.33333 0,53c0,47.23474 3,94.00816 3,141
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070364247	23	2	straight	M87,174.85938c36.6499,0 72.76157,4.50933 109,10c0.68354,0.10357 27.33345,2.00071 28,6c1.67484,10.04907 -5.58557,134.34227 4,96
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070380445	24	1	white	M52,140.85938c14,0 28,0 42,0c0.40728,0 3.87525,0.2495 4,0c3.55861,-7.11723 -2.61025,-19.38975 4,-26c7.45136,-7.45136 10.54,-9.92333 23,-12c11.87044,-1.97841 53.41805,12.25415 55,17c1.17879,3.53638 0.25939,22.25939 3,25c3.37658,3.37658 50.28028,-3.07958 53,1c3.84437,5.76656 3,22.2262 3,30c0,1.33333 1.26491,3.57836 0,4c-6.36615,2.12205 -68.53837,2.73081 -74,0c-2.10819,-1.05409 2.66667,-5.33333 1,-7c-2.14984,-2.14984 -24.16733,-2.49801 -25,0c-0.76536,2.29607 0.11264,6.22528 1,8c8.09631,16.19262 20.15376,-13 17,-13c-2.26282,0 -13.44297,-1.55703 -15,0c-5.99497,5.99497 20.8092,5 3,5
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070381908	24	2	white	M138,171.85938c-12.93152,0 -26.47233,1 -39,1c-0.37804,0 -5,1 -5,1c0,0 13.08374,-7.30542 5,-10c-4.12575,-1.37525 -18.96382,-1.07235 -21,3c-3.30509,6.61019 7.96523,13.06954 10,9c2.08122,-4.16243 -1.58302,-18.41698 -8,-12c-9.38839,9.38839 30.05394,0 12,0
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070383048	24	3	white	M83,165.85938c0,1.98197 -22.06887,1 -24,1c-3.45333,0 -24.25609,2.74391 -27,0c-0.04244,-0.04244 2.91026,-7.37181 3,-8c0.33579,-2.35054 1.68581,-20.2286 4,-21c6.83237,-2.27746 17.817,0 25,0
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070384383	24	4	white	M83,136.85938c26.6843,0 55.30096,-5.1307 83,-3c11.42007,0.87847 22.64319,4 34,4
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070385031	24	5	white	M140,102.85938c-1.55472,9.32831 -2,17.54708 -2,27c0,3.21935 0,13.19448 0,13
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070401321	25	1	nightingale	M69,200.85938c24.01084,-12.00542 24.16109,-86 87,-86c4.86907,0 22.42396,-2.57604 26,1c4.68144,4.68144 8.83252,9.66504 12,16c1.39545,2.7909 -2.11612,10.88388 0,13c4.2473,4.2473 43.55956,-4.44044 51,3c2.72972,2.72972 -5.43982,4.87552 -6,5c-19.10244,4.24499 -39.35426,4 -59,4c-1.37212,0 -3.23751,-0.52498 -4,1c-9.17891,18.35782 24.58385,69.90269 -30,79c-51.83322,8.63887 -36.43989,-37.71994 -53,-46c-3.70034,-1.85017 -7.32104,2 -10,2
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070402974	25	2	nightingale	M136,229.85938c-4.41243,0 -22.86174,35 9,35c6.24718,0 8,0.37996 8,-6
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070403518	25	3	nightingale	M153,237.85938c10.28168,15.99373 23.53164,31.60218 38,13
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070421375	26	1	weimaraner	M94,148.85938c0,7.7373 -34.72449,8.13775 -41,5c-10.31242,-5.15621 -11.13337,-25.86663 -4,-33c3.2978,-3.2978 9.62856,-6.54285 14,-8c8.89182,-2.96394 41.60942,-5.78115 47,5c1.59798,3.19595 0.22253,8.22253 3,11c5.35835,5.35835 60.56877,11.01618 69,13c2.61598,0.61552 5.3163,0.85875 8,1c26.59611,1.3998 55.36374,18 80,18c2.26845,0 4.63148,0.73704 3,4c-4.02654,8.05308 -67.74836,-2.25164 -73,3c-6.17984,6.17984 17.85005,101.53749 -4,107c-4.12232,1.03058 -5.62356,-0.85918 -6,-5c-1.76247,-19.38713 -10.26279,-67.47443 -1,-86c0.76012,-1.52023 -0.36876,3.42189 -1,5c-1.92554,4.81384 -3.02551,9.64032 -4,15c-2.07551,11.41532 0.90462,35.09538 -8,44c-13.35807,13.35807 -37.8625,-20.18333 -26,-36c1.78885,-2.38514 2.66667,-10.66667 4,-8c0.44721,0.89443 0.19612,2.01942 0,3c-0.14618,0.73088 -0.53438,1.41797 -1,2c-13.69457,17.11821 -20.46437,41.92874 -29,59c-0.4267,0.8534 -6.46764,2.79853 -7,2c-4.67954,-7.01932 0.69495,-66 8,-66c0.37391,0 -2.99339,12.97025 -3,13c-0.92658,4.16961 -3.63986,22.81993 -8,25c-0.80703,0.40352 -2.5183,2.24085 -3,2c-5.46305,-2.73153 -7.22025,-14.25399 -9,-19c-12.52799,-33.40798 2.63554,-31.27108 14,-54c6.91607,-13.83213 -17,-16.47714 -17,-16
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070444778	27	1	sparrow	M127,117.85938c0,-3.4377 -3.34546,-14.30907 -1,-19c11.23906,-22.47811 35.1055,-30.8945 54,-12c2.68309,2.68309 1.41789,14.29105 -2,16c-6.67256,3.33628 -17.13177,-7.86823 -19,-6c-6.97613,6.97613 9.63215,21.73571 8,25c-4.83686,9.67372 -37.33673,-3.33673 -42,-8
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070447967	27	2	sparrow	M125,113.85938c-3.22893,0 -2,6.61918 -2,9c0,1.66667 2.25464,2.50929 3,4c1.69737,3.39473 39.89707,12.10293 42,10c3.28953,-3.28953 -3.9853,-9.9706 -5,-12
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070452285	27	3	sparrow	M180,89.85938c-4.04102,-4.04102 -8.45132,8.54868 -6,11c1.67022,1.67022 4.67928,-7.03785 5,-8c0.4714,-1.41421 3.05409,-5.05409 2,-4c-2.69295,2.69295 -0.9385,6.9385 -3,9c-0.92138,0.92138 -0.48356,-3 -1,-3
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070455412	27	4	sparrow	M156,100.85938c-10.37638,0 1.33523,27.66477 7,22c1.5354,-1.5354 -1.61189,-17.38811 -3,-16c-0.48373,0.48373 0,11 0,11c0,0 3.67856,-14 -1,-14c-1.31479,0 -2,3.04598 -2,4c0,0.33333 -0.85093,0.29814 -1,0c-2.27634,-4.55267 -1,5 -1,5c0,0 0,-5.76092 0,-6c0,-2.24721 -1,-4.21565 -1,-1
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070467790	27	5	sparrow	M123,117.85938c0,-3.33563 -2.5224,0.2836 -3,1c-4.82682,7.24023 -13.35732,29.35732 -18,34c-4.73819,4.73819 -35.03982,107.96018 -27,116c1.68819,1.68819 6.75303,0.75303 8,2c18.80414,18.80414 37.92153,-36.96076 50,-43c5.25354,-2.62677 12.47556,-3.73778 17,-6c0.8469,-0.42345 2.03133,-4 4,-4c1.37437,0 1,2.62563 1,4c0,8.43874 9.60129,23.69935 21,18c15.9612,-7.9806 -7.68783,1.31217 -7,2c1.61153,1.61153 22,-6.6866 22,-8c0,-0.00175 -21.59915,7.40085 -24,5c-4.80939,-4.80939 11.32293,-12 13,-12
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070470446	27	6	sparrow	M154,215.85938c27.24202,0 24,-58.08861 24,-78
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070476015	27	7	sparrow	M168,131.85938c7.25406,7.25406 6,16.1228 6,27
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070479784	27	8	sparrow	M176,178.85938c-13.62255,0 -32.18843,-7.27052 -45,-3c-3.56903,1.18968 0.20722,11.41443 1,13c5.59757,11.19515 26.53038,7 39,7
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070483783	27	9	sparrow	M132,184.85938c0,0.33333 0.14907,0.70186 0,1c-0.42164,0.84327 -1.15673,1.57836 -2,2c-8.23167,4.11583 -24.27956,34.83868 -27,43c-1.8626,5.5878 2.93261,6.79784 4,10c0.47281,1.41842 4.70227,10 7,10
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070500377	28	1	sling	M63,59.85938c0,35 0,70 0,105c0,4.78954 -2.60749,31.19626 1,33c9.50529,4.75265 75.36861,0 96,0c2.85914,0 52.7069,6.56897 48,5
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070502560	28	2	sling	M66,62.85938c3.83502,-3.83502 57.80877,-1 66,-1c26.09001,0 67.70054,-6.64973 91,5c4.46064,2.23032 -1,32.7798 -1,37c0,32.91581 -8,64.50255 -8,96
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070504285	28	3	sling	M93,199.85938c0,22.89516 -4.16827,44.34615 -7,67c-0.83264,6.66112 0.00619,36.01238 -2,32
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070505475	28	4	sling	M210,202.85938c1.30569,0 -2.67759,19.09833 -3,22c-1.998,17.98203 -2,38.20569 -2,56
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070508197	28	5	sling	M60,146.85938c37.53107,0 76.36793,11.72765 114,15c12.27623,1.0675 24.68142,2 37,2c1.58389,0 24.90206,4.90206 21,1
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070511267	28	6	sling	M91,67.85938c0,44 0,88 0,132
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070514573	28	7	sling	M97,81.85938c41.3995,0 81.62135,12 123,12
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070520114	28	8	sling	M74,71.85938c0,-1.96077 0,6.42079 0,8c0,7 0,14 0,21c0,22.66667 0,45.33333 0,68c0,5.66667 0,11.33333 0,17c0,3 0,12 0,9c0,-25.7452 4.32683,-57.9756 11,-83c0.04577,-0.17163 6,-24 6,-24c0,0 0,4.66667 0,7c0,18.45841 -5.7542,36.03362 -8,54c-0.41345,3.30759 0,10 0,10c0,0 0,-4.66667 0,-7c0,-17.72031 3.14629,-34.38978 5,-52c0.53379,-5.071 2,-10 3,-15c0.4576,-2.28802 0,-9.33333 0,-7c0,22.33333 0,44.66667 0,67c0,8.66667 0,17.33333 0,26c0,2.33333 0,4.66667 0,7c0,1.33333 0,5.33333 0,4c0,-9.82152 -3.11273,-18.24008 -4,-28c-0.27328,-3.00607 -0.40803,-6.04015 -1,-9c-0.32686,-1.6343 0,-6.66667 0,-5c0,9.83346 -1.50373,19.27424 -3,29c-0.45898,2.98336 -1,5.98154 -1,9c0,1.69967 -1,6.69967 -1,5c0,-10.33333 0,-20.66667 0,-31c0,-2 0,-6 0,-6c0,0 -3,23.65995 -3,28c0,0.33333 -0.2357,1.2357 0,1c3.32403,-3.32403 2.45218,-13.35654 4,-18c0.90062,-2.70185 2.44146,-10.79269 3,-8c1.04733,5.23666 -4.05427,29.94573 0,34c3.56682,3.56682 3.59513,-19.78539 2,-15c-3.21519,9.64557 -5.85517,19.56552 -9,29c-0.10541,0.31623 0,1.33333 0,1c0,-21.95936 -6,-44.23906 -6,-67c0,-9.02665 -0.76568,-18.17158 1,-27c0.06537,-0.32686 0,-1.33333 0,-1c0,4.48193 -11.76702,58.76702 -13,60c-2.12132,2.12132 -0.52136,-6.04565 0,-9c1.20958,-6.85429 4.37568,-13.23199 6,-20c3.56069,-14.83619 8.03048,-30.1524 11,-45c0.72206,-3.61029 0.54333,-7.34664 1,-11c0.25149,-2.01193 0.09324,-7.81353 1,-6c6.9178,13.8356 -3,44.9113 -3,60c0,10.66667 0,21.33333 0,32c0,0.33333 0,1.33333 0,1c0,-24.25559 6.99381,-47.85156 8,-72c0.13877,-3.33044 -0.1752,-6.67127 0,-10c0.11098,-2.10859 1.25136,-12.00542 2,-15c0.33333,-1.33333 1,-5.37437 1,-4c0,2.33333 0.22122,4.67718 0,7c-2.64204,27.74146 -8.48493,55.33426 -11,83c-0.27161,2.98768 0,9 0,9c0,0 1.44717,-7.31445 2,-11c2.48984,-16.59892 4.00365,-33.36372 6,-50c0.89321,-7.44345 2.16908,-15.6763 4,-23c0.49176,-1.96705 1,-8.02759 1,-6c0,32.22933 -6,63.71039 -6,96c0,13.63497 -1.08855,5.35421 1,-3
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070534373	29	1	waiting	M55,99.85938c0,39.03317 -4,74.58249 -4,113c0,11.95006 1,26.60078 1,37c0,4.69766 2,20.00268 2,17
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070537369	29	2	waiting	M54,181.85938c0,3.19297 25.04691,-1 28,-1c19.06251,0 69.57643,-14.21178 88,-5c1.93121,0.9656 1,5.21217 1,7c0,27.2614 -2,53.97794 -2,81
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070543723	29	3	waiting	M196,262.85938c0,-21.6707 -0.82288,-85.70848 4,-105c1.97379,-7.89517 8.14557,-59.70885 5,-66c-10.12423,-20.24847 -20.9853,22.99265 -25,25c-4.63108,2.31554 -18.85601,-5.28797 -21,-1c-5.59263,11.18527 -1,55.58146 -1,70
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070546379	29	4	waiting	M56,97.85938c0,-6.89592 15.34479,-3.65521 18,-1
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070549815	29	5	waiting	M69,178.85938c0,-18.43274 15.16314,-101.08157 31,-109c41.01802,-20.50901 59,30.79782 59,61
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493070570097	30	1	crow	M81,87.85938c0,-21.95832 57.51614,-8.82795 69,-5c6.4333,2.14443 6.84223,19.84223 12,25c16.87091,16.87091 39.46537,27.46537 55,43c2.61085,2.61085 2.35738,10.67869 7,13c3.89459,1.9473 9.48736,4.46209 11,9c5.19215,15.57644 -32.15955,1.92023 -36,0c-3.69925,-1.84963 -23.41366,-19.58634 -26,-17c-3.74842,3.74842 7.9726,19.89039 9,24c5.89188,23.56752 11.9159,36.0841 -5,53c-2.37643,2.37643 -3.55672,7.27836 -7,9c-5.16068,2.58034 -3,-29.62172 -3,-36c0,-3.33333 0,-6.66667 0,-10c0,-1.33333 0,-5.33333 0,-4c0,20.54787 -26.91311,77.78197 -33,23c-3.37115,-30.34034 11.94141,-23.82424 18,-42c0.79872,-2.39615 -0.38502,-5.38502 -2,-7c-16.18596,-16.18596 -11.98696,-37.98044 -24,-56c-2.30089,-3.45134 -5.81689,-2.87793 -9,-5c-18.19373,-12.12915 -25.30114,12.30114 -36,23c-2.79303,2.79303 -9.42029,5.21015 -13,7c-0.33877,0.16938 -4.76272,3.47456 -5,3c-2.78798,-5.57597 20.18888,-47.37776 24,-55
